
4K,#genre#
湖南卫视4K,http://43.251.226.89:8080/play/920.m3u8$LR•IPV4•29『线路2』
湖南卫视4K,http://43.251.226.89:8080/play/921.m3u8$LR•IPV4•29『线路3』
湖南卫视4K,http://bit.famcloud.top:9878/rtp/239.3.1.112:3002$LR•IPV4•29『线路4』
湖南卫视4K,http://route.079915.xyz:4022/rtp/239.3.1.112:3002$LR•IPV4•29『线路5』
湖南卫视4K,http://laiboy.asuscomm.com:58686/rtp/239.3.1.112:3002$LR•IPV4•29『线路6』
湖南卫视4K,http://owvpn.famcloud.top:9878/rtp/239.3.1.112:3002$LR•IPV4•29『线路7』
湖南卫视4K,http://tonsir.oicp.net:15893/rtp/239.3.1.112:3002$LR•IPV4•29『线路8』
湖南卫视4K,http://laiboy.myds.me:58686/rtp/239.3.1.112:3002$LR•IPV4•29『线路9』
湖南卫视4K,http://mom.famcloud.top:9878/rtp/239.3.1.112:3002$LR•IPV4•29『线路10』
湖南卫视4K,http://www.uibehw.cn:4022/rtp/239.3.1.112:3002$LR•IPV4•29『线路11』
湖南卫视4K,http://laowang666.familyds.com:6300/rtp/239.3.1.112:3002$LR•IPV4•29『线路12』
湖南卫视4K,http://nas.sphinger.cn:11012/rtp/239.3.1.112:3002$LR•IPV4•29『线路13』
湖南卫视4K,http://sphinger.f3322.net:11012/rtp/239.3.1.112:3002$LR•IPV4•29『线路14』
湖南卫视4K,http://x1x.bid:5146/rtp/239.3.1.112:3002$LR•IPV4•29『线路15』
湖南卫视4K,http://www.photoby.us:28012/rtp/239.3.1.112:3002$LR•IPV4•29『线路16』
湖南卫视4K,http://photoby.us:28012/rtp/239.3.1.112:3002$LR•IPV4•29『线路17』
湖南卫视4K,http://rt.096096.xyz:61612/rtp/239.3.1.112:3002$LR•IPV4•29『线路18』
湖南卫视4K,http://wuyanjiang.cn:8012/rtp/239.3.1.112:3002$LR•IPV4•29『线路19』
湖南卫视4K,http://www.221111.best:8012/rtp/239.3.1.112:3002$LR•IPV4•29『线路20』
湖南卫视4K,http://file.rbscraft.com:4022/rtp/239.3.1.112:3002$LR•IPV4•29『线路21』
湖南卫视4K,http://www.ikuai.me:4022/rtp/239.3.1.112:3002$LR•IPV4•29『线路22』
湖南卫视4K,http://unicom3.swjms.com:4022/rtp/239.3.1.112:3002$LR•IPV4•29『线路23』
湖南卫视4K,http://gmk.ddns.wangbin.us:4022/rtp/239.3.1.112:3002$LR•IPV4•29『线路24』
湖南卫视4K,http://guoxue.synology.me:57022/rtp/239.3.1.112:3002$LR•IPV4•29『线路25』
湖南卫视4K,http://superpostmail.3322.org:1193/rtp/239.3.1.112:3002$LR•IPV4•29『线路26』
湖南卫视4K,http://home.hexuntong.net:8188/rtp/239.3.1.112:3002$LR•IPV4•29『线路27』
湖南卫视4K,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.112:3002$LR•IPV4•29『线路28』
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4•29『线路29』
浙江卫视4K,http://43.251.226.89:8080/play/922.m3u8$LR•IPV4•28『线路1』
浙江卫视4K,http://43.251.226.89:8080/play/923.m3u8$LR•IPV4•28『线路2』
浙江卫视4K,http://bit.famcloud.top:9878/rtp/239.3.1.114:3004$LR•IPV4•28『线路3』
浙江卫视4K,http://route.079915.xyz:4022/rtp/239.3.1.114:3004$LR•IPV4•28『线路4』
浙江卫视4K,http://laiboy.asuscomm.com:58686/rtp/239.3.1.114:3004$LR•IPV4•28『线路5』
浙江卫视4K,http://owvpn.famcloud.top:9878/rtp/239.3.1.114:3004$LR•IPV4•28『线路6』
浙江卫视4K,http://tonsir.oicp.net:15893/rtp/239.3.1.114:3004$LR•IPV4•28『线路7』
浙江卫视4K,http://laiboy.myds.me:58686/rtp/239.3.1.114:3004$LR•IPV4•28『线路8』
浙江卫视4K,http://mom.famcloud.top:9878/rtp/239.3.1.114:3004$LR•IPV4•28『线路9』
浙江卫视4K,http://www.uibehw.cn:4022/rtp/239.3.1.114:3004$LR•IPV4•28『线路10』
浙江卫视4K,http://laowang666.familyds.com:6300/rtp/239.3.1.114:3004$LR•IPV4•28『线路11』
浙江卫视4K,http://nas.sphinger.cn:11012/rtp/239.3.1.114:3004$LR•IPV4•28『线路12』
浙江卫视4K,http://sphinger.f3322.net:11012/rtp/239.3.1.114:3004$LR•IPV4•28『线路13』
浙江卫视4K,http://x1x.bid:5146/rtp/239.3.1.114:3004$LR•IPV4•28『线路14』
浙江卫视4K,http://www.photoby.us:28012/rtp/239.3.1.114:3004$LR•IPV4•28『线路15』
浙江卫视4K,http://photoby.us:28012/rtp/239.3.1.114:3004$LR•IPV4•28『线路16』
浙江卫视4K,http://rt.096096.xyz:61612/rtp/239.3.1.114:3004$LR•IPV4•28『线路17』
浙江卫视4K,http://wuyanjiang.cn:8012/rtp/239.3.1.114:3004$LR•IPV4•28『线路18』
浙江卫视4K,http://www.221111.best:8012/rtp/239.3.1.114:3004$LR•IPV4•28『线路19』
浙江卫视4K,http://file.rbscraft.com:4022/rtp/239.3.1.114:3004$LR•IPV4•28『线路20』
浙江卫视4K,http://www.ikuai.me:4022/rtp/239.3.1.114:3004$LR•IPV4•28『线路21』
浙江卫视4K,http://unicom3.swjms.com:4022/rtp/239.3.1.114:3004$LR•IPV4•28『线路22』
浙江卫视4K,http://gmk.ddns.wangbin.us:4022/rtp/239.3.1.114:3004$LR•IPV4•28『线路23』
浙江卫视4K,http://guoxue.synology.me:57022/rtp/239.3.1.114:3004$LR•IPV4•28『线路24』
浙江卫视4K,http://superpostmail.3322.org:1193/rtp/239.3.1.114:3004$LR•IPV4•28『线路25』
浙江卫视4K,http://home.hexuntong.net:8188/rtp/239.3.1.114:3004$LR•IPV4•28『线路26』
浙江卫视4K,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.114:3004$LR•IPV4•28『线路27』
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8$LR•IPV4•28『线路28』
江苏卫视4K,http://8.138.7.223/tv/jsws4k.php$LR•IPV4•28『线路1』
江苏卫视4K,http://43.251.226.89:8080/play/924.m3u8$LR•IPV4•28『线路2』
江苏卫视4K,http://43.251.226.89:8080/play/925.m3u8$LR•IPV4•28『线路3』
江苏卫视4K,http://bit.famcloud.top:9878/rtp/239.3.1.113:3003$LR•IPV4•28『线路4』
江苏卫视4K,http://route.079915.xyz:4022/rtp/239.3.1.113:3003$LR•IPV4•28『线路5』
江苏卫视4K,http://laiboy.asuscomm.com:58686/rtp/239.3.1.113:3003$LR•IPV4•28『线路6』
江苏卫视4K,http://owvpn.famcloud.top:9878/rtp/239.3.1.113:3003$LR•IPV4•28『线路7』
江苏卫视4K,http://tonsir.oicp.net:15893/rtp/239.3.1.113:3003$LR•IPV4•28『线路8』
江苏卫视4K,http://laiboy.myds.me:58686/rtp/239.3.1.113:3003$LR•IPV4•28『线路9』
江苏卫视4K,http://mom.famcloud.top:9878/rtp/239.3.1.113:3003$LR•IPV4•28『线路10』
江苏卫视4K,http://www.uibehw.cn:4022/rtp/239.3.1.113:3003$LR•IPV4•28『线路11』
江苏卫视4K,http://laowang666.familyds.com:6300/rtp/239.3.1.113:3003$LR•IPV4•28『线路12』
江苏卫视4K,http://nas.sphinger.cn:11012/rtp/239.3.1.113:3003$LR•IPV4•28『线路13』
江苏卫视4K,http://sphinger.f3322.net:11012/rtp/239.3.1.113:3003$LR•IPV4•28『线路14』
江苏卫视4K,http://x1x.bid:5146/rtp/239.3.1.113:3003$LR•IPV4•28『线路15』
江苏卫视4K,http://www.photoby.us:28012/rtp/239.3.1.113:3003$LR•IPV4•28『线路16』
江苏卫视4K,http://photoby.us:28012/rtp/239.3.1.113:3003$LR•IPV4•28『线路17』
江苏卫视4K,http://rt.096096.xyz:61612/rtp/239.3.1.113:3003$LR•IPV4•28『线路18』
江苏卫视4K,http://wuyanjiang.cn:8012/rtp/239.3.1.113:3003$LR•IPV4•28『线路19』
江苏卫视4K,http://www.221111.best:8012/rtp/239.3.1.113:3003$LR•IPV4•28『线路20』
江苏卫视4K,http://file.rbscraft.com:4022/rtp/239.3.1.113:3003$LR•IPV4•28『线路21』
江苏卫视4K,http://www.ikuai.me:4022/rtp/239.3.1.113:3003$LR•IPV4•28『线路22』
江苏卫视4K,http://unicom3.swjms.com:4022/rtp/239.3.1.113:3003$LR•IPV4•28『线路23』
江苏卫视4K,http://gmk.ddns.wangbin.us:4022/rtp/239.3.1.113:3003$LR•IPV4•28『线路24』
江苏卫视4K,http://guoxue.synology.me:57022/rtp/239.3.1.113:3003$LR•IPV4•28『线路25』
江苏卫视4K,http://superpostmail.3322.org:1193/rtp/239.3.1.113:3003$LR•IPV4•28『线路26』
江苏卫视4K,http://home.hexuntong.net:8188/rtp/239.3.1.113:3003$LR•IPV4•28『线路27』
江苏卫视4K,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.113:3003$LR•IPV4•28『线路28』
广东卫视4K,http://vvip.lqcc.xyz:8092/stream/channelid/1248069700?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass$LR•IPV4•35『线路1』
广东卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146$LR•IPV4•35『线路2』
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=e0289cccc782400e932e5d3b2830db4d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•35『线路3』
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=33aeafbb59f2bcb1877c3a8229c0135b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•35『线路4』
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=8dcdf34f2fa7ccf51c7d93cd359d414c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•35『线路5』
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=6a50ede91d38c74ee3789122e267fec1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•35『线路6』
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=0508c0316aedc9152adcf323fa95c2c0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•35『线路7』
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=277bdd07ffb8e58b78afb1b04ae49cad&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•35『线路8』
广东卫视4K,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001540/index.m3u8?streamid=33aeafbb59f2bcb1877c3a8229c0135b&streamkey=0AGMO6LiBIxyH4UUBGZSecN0VLptakvTRcCBdKPsgZ5LvjIJtZ6lVmakn2xtYKNlvaZmadVnIW0Ur7nROOy5lbmQHqDT5XsDIAlz3aket1LK13kwaGDOHJf9U7zQSS6b&token=1775753804-a378e51446e90f3d-0-831fa09b2b3eafcffbd9550a9e04cf4d$LR•IPV4•35『线路9』
广东卫视4K,http://101.35.240.114:88/live.php?id=广东卫视4K$LR•IPV4•35『线路10』
广东卫视4K,http://bit.famcloud.top:9878/rtp/239.3.1.203:2000$LR•IPV4•35『线路11』
广东卫视4K,http://route.079915.xyz:4022/rtp/239.3.1.203:2000$LR•IPV4•35『线路12』
广东卫视4K,http://laiboy.asuscomm.com:58686/rtp/239.3.1.203:2000$LR•IPV4•35『线路13』
广东卫视4K,http://owvpn.famcloud.top:9878/rtp/239.3.1.203:2000$LR•IPV4•35『线路14』
广东卫视4K,http://tonsir.oicp.net:15893/rtp/239.3.1.203:2000$LR•IPV4•35『线路15』
广东卫视4K,http://laiboy.myds.me:58686/rtp/239.3.1.203:2000$LR•IPV4•35『线路16』
广东卫视4K,http://mom.famcloud.top:9878/rtp/239.3.1.203:2000$LR•IPV4•35『线路17』
广东卫视4K,http://www.uibehw.cn:4022/rtp/239.3.1.203:2000$LR•IPV4•35『线路18』
广东卫视4K,http://laowang666.familyds.com:6300/rtp/239.3.1.203:2000$LR•IPV4•35『线路19』
广东卫视4K,http://nas.sphinger.cn:11012/rtp/239.3.1.203:2000$LR•IPV4•35『线路20』
广东卫视4K,http://sphinger.f3322.net:11012/rtp/239.3.1.203:2000$LR•IPV4•35『线路21』
广东卫视4K,http://x1x.bid:5146/rtp/239.3.1.203:2000$LR•IPV4•35『线路22』
广东卫视4K,http://www.photoby.us:28012/rtp/239.3.1.203:2000$LR•IPV4•35『线路23』
广东卫视4K,http://photoby.us:28012/rtp/239.3.1.203:2000$LR•IPV4•35『线路24』
广东卫视4K,http://rt.096096.xyz:61612/rtp/239.3.1.203:2000$LR•IPV4•35『线路25』
广东卫视4K,http://wuyanjiang.cn:8012/rtp/239.3.1.203:2000$LR•IPV4•35『线路26』
广东卫视4K,http://www.221111.best:8012/rtp/239.3.1.203:2000$LR•IPV4•35『线路27』
广东卫视4K,http://file.rbscraft.com:4022/rtp/239.3.1.203:2000$LR•IPV4•35『线路28』
广东卫视4K,http://www.ikuai.me:4022/rtp/239.3.1.203:2000$LR•IPV4•35『线路29』
广东卫视4K,http://unicom3.swjms.com:4022/rtp/239.3.1.203:2000$LR•IPV4•35『线路30』
广东卫视4K,http://gmk.ddns.wangbin.us:4022/rtp/239.3.1.203:2000$LR•IPV4•35『线路31』
广东卫视4K,http://guoxue.synology.me:57022/rtp/239.3.1.203:2000$LR•IPV4•35『线路32』
广东卫视4K,http://superpostmail.3322.org:1193/rtp/239.3.1.203:2000$LR•IPV4•35『线路33』
广东卫视4K,http://home.hexuntong.net:8188/rtp/239.3.1.203:2000$LR•IPV4•35『线路34』
广东卫视4K,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.203:2000$LR•IPV4•35『线路35』
深圳卫视4K,http://43.251.226.89:8080/play/919.m3u8$LR•IPV4•38『线路1』
深圳卫视4K,https://livepull-tcms.sztv.com.cn:443/live/sz4Kpgm.m3u8$LR•IPV4•38『线路2』
深圳卫视4K,http://8.138.7.223/tv/gd.php?id=0201$LR•IPV4•38『线路3』
深圳卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.1.14:5146$LR•IPV4•38『线路4』
深圳卫视4K,http://27.184.29.189:4022/rtp/239.254.201.68:6000$LR•IPV4•38『线路5』
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=9ab6d3b3de9ba337e79eaf9d0722fbef&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•38『线路6』
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=2af9bbae55f64f373a94440b8bb0a0bd&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•38『线路7』
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=bd2b8b72c89dd9fff893c0f3bcab3a6d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•38『线路8』
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=9828b90c3948bae63cb8de76cdccd646&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•38『线路9』
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=9358bae96a5b72f372b4f3c502acaf2d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•38『线路10』
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=6a514a5cfdaa120248fe2cdbd96284bc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•38『线路11』
深圳卫视4K,http://nn.7x9d.cn/深圳最新.php?id=szws4k$LR•IPV4•38『线路12』
深圳卫视4K,http://101.35.240.114:88/live.php?id=深圳卫视4K$LR•IPV4•38『线路13』
深圳卫视4K,http://bit.famcloud.top:9878/rtp/239.3.1.202:2000$LR•IPV4•38『线路14』
深圳卫视4K,http://route.079915.xyz:4022/rtp/239.3.1.202:2000$LR•IPV4•38『线路15』
深圳卫视4K,http://laiboy.asuscomm.com:58686/rtp/239.3.1.202:2000$LR•IPV4•38『线路16』
深圳卫视4K,http://owvpn.famcloud.top:9878/rtp/239.3.1.202:2000$LR•IPV4•38『线路17』
深圳卫视4K,http://tonsir.oicp.net:15893/rtp/239.3.1.202:2000$LR•IPV4•38『线路18』
深圳卫视4K,http://laiboy.myds.me:58686/rtp/239.3.1.202:2000$LR•IPV4•38『线路19』
深圳卫视4K,http://mom.famcloud.top:9878/rtp/239.3.1.202:2000$LR•IPV4•38『线路20』
深圳卫视4K,http://www.uibehw.cn:4022/rtp/239.3.1.202:2000$LR•IPV4•38『线路21』
深圳卫视4K,http://laowang666.familyds.com:6300/rtp/239.3.1.202:2000$LR•IPV4•38『线路22』
深圳卫视4K,http://nas.sphinger.cn:11012/rtp/239.3.1.202:2000$LR•IPV4•38『线路23』
深圳卫视4K,http://sphinger.f3322.net:11012/rtp/239.3.1.202:2000$LR•IPV4•38『线路24』
深圳卫视4K,http://x1x.bid:5146/rtp/239.3.1.202:2000$LR•IPV4•38『线路25』
深圳卫视4K,http://www.photoby.us:28012/rtp/239.3.1.202:2000$LR•IPV4•38『线路26』
深圳卫视4K,http://photoby.us:28012/rtp/239.3.1.202:2000$LR•IPV4•38『线路27』
深圳卫视4K,http://rt.096096.xyz:61612/rtp/239.3.1.202:2000$LR•IPV4•38『线路28』
深圳卫视4K,http://wuyanjiang.cn:8012/rtp/239.3.1.202:2000$LR•IPV4•38『线路29』
深圳卫视4K,http://www.221111.best:8012/rtp/239.3.1.202:2000$LR•IPV4•38『线路30』
深圳卫视4K,http://file.rbscraft.com:4022/rtp/239.3.1.202:2000$LR•IPV4•38『线路31』
深圳卫视4K,http://www.ikuai.me:4022/rtp/239.3.1.202:2000$LR•IPV4•38『线路32』
深圳卫视4K,http://unicom3.swjms.com:4022/rtp/239.3.1.202:2000$LR•IPV4•38『线路33』
深圳卫视4K,http://gmk.ddns.wangbin.us:4022/rtp/239.3.1.202:2000$LR•IPV4•38『线路34』
深圳卫视4K,http://guoxue.synology.me:57022/rtp/239.3.1.202:2000$LR•IPV4•38『线路35』
深圳卫视4K,http://superpostmail.3322.org:1193/rtp/239.3.1.202:2000$LR•IPV4•38『线路36』
深圳卫视4K,http://home.hexuntong.net:8188/rtp/239.3.1.202:2000$LR•IPV4•38『线路37』
深圳卫视4K,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.202:2000$LR•IPV4•38『线路38』
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de$LR•IPV4•2『线路1』
南国都市4K,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4$LR•IPV4•2『线路2』

央视,#genre#
CCTV1,http://112.123.243.37:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•152『线路1』
CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009$LR•IPV4•152『线路2』
CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd$LR•IPV4•152『线路3』
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8$LR•IPV4•152『线路4』
CCTV1,http://120.198.95.220:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1$LR•IPV4•152『线路5』
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8$LR•IPV4•152『线路6』
CCTV1,http://124.228.160.176:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•152『线路7』
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4•152『线路8』
CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8$LR•IPV4•152『线路9』
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8$LR•IPV4•152『线路10』
CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•152『线路11』
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33$LR•IPV4•152『线路12』
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8$LR•IPV4•152『线路13』
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$LR•IPV4•152『线路14』
CCTV1,http://live.bypbwxx.top/live/jmmigu1.php?token=6e7fcc442c8cd173673329060525f3$LR•IPV4•152『线路15』
CCTV1,http://live.bypbwxx.top/live/jmmigu2.php?token=eeaf9df93e545606a14d2b6a9c5b93$LR•IPV4•152『线路16』
CCTV1,https://live.chinacert.cftest5.cn/cnmg/live/608807420$LR•IPV4•152『线路17』
CCTV1,http://120.6.237.233:21234/608807420$LR•IPV4•152『线路18』
CCTV1,http://124.77.181.86:3566/608807420$LR•IPV4•152『线路19』
CCTV1,http://14.153.176.157:1234/608807420$LR•IPV4•152『线路20』
CCTV1,http://183.233.155.69:8001/608807420$LR•IPV4•152『线路21』
CCTV1,http://222.134.19.49:8090/608807420$LR•IPV4•152『线路22』
CCTV1,http://121.23.132.38:7788/608807420$LR•IPV4•152『线路23』
CCTV1,http://173.208.212.130:8181/1080p/cctv1.m3u8$LR•IPV4•152『线路24』
CCTV1,http://47.119.24.76:59093/608807420$LR•IPV4•152『线路25』
CCTV1,http://101.6.130.52:1234/608807420$LR•IPV4•152『线路26』
CCTV1,http://17752995.xyz:51111/608807420$LR•IPV4•152『线路27』
CCTV1,http://rihou.cc:555/tv/[mg]CCTV-01$LR•IPV4•152『线路28』
CCTV1,http://192.151.150.154/live/cctv1hd.m3u8$LR•IPV4•152『线路29』
CCTV1,http://58.56.162.102:4466/newlive/live/hls/1/live.m3u8$LR•IPV4•152『线路30』
CCTV1,http://198.204.228.26/live/cctv1hd.m3u8$LR•IPV4•152『线路31』
CCTV1,http://120.233.73.4:19901/tsfile/live/1020_1.m3u8?key=txiptv$LR•IPV4•152『线路32』
CCTV1,http://fcasad.x3322.net:9901/tsfile/live/1020_1.m3u8?key=txiptv$LR•IPV4•152『线路33』
CCTV1,http://home.amucn.net:8800/rtp/239.49.8.19:9614$LR•IPV4•152『线路34』
CCTV1,http://emby.xlangnan.cn:10316/rtp/239.254.200.45:8008$LR•IPV4•152『线路35』
CCTV1,http://wangfei.uno:9999/rtp/225.1.2.47:10276$LR•IPV4•152『线路36』
CCTV1,http://hiliu.myds.me:18088/rtp/239.254.96.96:8550$LR•IPV4•152『线路37』
CCTV1,http://b.xiongnas.top:8888/rtp/239.3.1.129:8008$LR•IPV4•152『线路38』
CCTV1,http://www.sclvip.top:5566/rtp/239.49.8.19:9614$LR•IPV4•152『线路39』
CCTV1,http://www.sjwyp.com:4022/rtp/239.254.200.45:8008$LR•IPV4•152『线路40』
CCTV1,http://youngx.top:4022/rtp/233.18.204.52:5140$LR•IPV4•152『线路41』
CCTV1,http://joyznm.i234.me:20000/rtp/239.3.1.129:8008$LR•IPV4•152『线路42』
CCTV1,http://home.scanflove.com:7788/rtp/235.254.198.51:1480$LR•IPV4•152『线路43』
CCTV1,http://www.maomizi.cn:9530/rtp/239.77.0.86:5146$LR•IPV4•152『线路44』
CCTV1,http://z.d4p.cn:8000/rtp/239.49.8.19:9614$LR•IPV4•152『线路45』
CCTV1,http://liuwenxiaokevin.top:14044/rtp/233.18.204.52:5140$LR•IPV4•152『线路46』
CCTV1,http://hongzhijiaoyu.net:8188/rtp/239.77.0.86:5146$LR•IPV4•152『线路47』
CCTV1,http://www.negative.top:50000/rtp/233.50.201.118:5140$LR•IPV4•152『线路48』
CCTV1,http://zczb.aylzline.top:8899/rtp/225.1.2.47:10276$LR•IPV4•152『线路49』
CCTV1,http://nas.lyfkai.cn:19999/rtp/239.254.96.96:8550$LR•IPV4•152『线路50』
CCTV1,http://pr.19760929.xyz:9688/rtp/239.77.0.86:5146$LR•IPV4•152『线路51』
CCTV1,http://www.wjyu.top:4022/rtp/233.18.204.52:5140$LR•IPV4•152『线路52』
CCTV1,http://vp.maomizi.cc:9530/rtp/239.77.0.86:5146$LR•IPV4•152『线路53』
